# The maternal NCO maps computed in this study are supplied in this table along with crossover recombination
# maps values based on Halldorsson:2019 (DOI:10.1126/science.aau1043).
# The data columns are as follows: 
# Chr (chromosome),
# pos (GRCh38 position of center of window),
# map (NCO map, NCOs/Mb per offspring),
# cMperMb (crossover recombination maps - Halldorsson:2019),
# DSB (DSB map, DSBs/Mb per meiosis),
# deltaDSB (NCO/CO difference map),
# oNCO (oNCO map, oNCOs/Mb per offspring).
Chr	pos	map	cMperMb	DSB	deltaDSB	oNCO
chr1	500000	0.0465734634494146	0.051549	0.18732483379765838	0.9579851087365312	0.0002460024600246
chr1	1500000	0.0566861861078283	0.369854	0.2341418244313132	0.7754221748477721	0.0006765067650676
chr1	2500000	0.0880942196657801	1.226029	0.3768974586631204	0.5750330534610233	0.0022755227552275
chr1	3500000	0.072098634876103	1.958981	0.32757415950441204	0.3099609363703205	0.0027675276752767
chr1	4500000	0.0631915988534749	2.523875	0.3032438954138996	0.1271921952510569	0.0029520295202952
chr1	5500000	0.0503671892071838	2.144775	0.2443642568287352	0.0955570571623078	0.0017835178351783
chr1	6500000	0.0593134973713019	2.216526	0.2815845094852076	0.1597642397360024	0.0020295202952029
chr1	7500000	0.0695571183530646	1.910609	0.3164406534122584	0.305033314734744	0.0019065190651906
chr1	8500000	0.0780727000438616	2.326874	0.35882828017544643	0.2675789298323832	0.0023370233702337
chr1	9500000	0.0688888247525916	2.225888	0.3200730590103664	0.2296935027552707	0.0018450184501845
chr1	10500000	0.0680265221693665	2.691252	0.325931128677466	0.1318699636527555	0.0017835178351783
chr1	11500000	0.0507361884390304	2.760333	0.2581514137561216	-0.026652774570198	0.0014145141451414
chr1	12500000	0.0482982759236732	2.689828	0.2469896636946928	-0.0383250544809944	0.001230012300123
chr1	13500000	0.0432693081685276	2.959031	0.2322578526741104	-0.1400850076671672	0.0013530135301353
chr1	14500000	0.0445161103061528	2.779954	0.2336635212246112	-0.0953046233839889	0.0015990159901599
chr1	15500000	0.0423051085994964	2.314623	0.2155128943979856	-0.029464098250641	0.0014145141451414
chr1	16500000	0.044207990226375	2.4101	0.22503396090549999	-0.0276774180899418	0.0014145141451414
chr1	17500000	0.0511309938612179	3.203754	0.2685990554448716	-0.0969637331299956	0.0017835178351783
chr1	18500000	0.052698545812982	3.423722	0.279268623251928	-0.114864142144773	0.0022755227552275
chr1	19500000	0.053858573561805	3.009387	0.27562203424722	-0.039969237779359	0.0022755227552275
chr1	20500000	0.0438302803388309	1.880138	0.21292388135532359	0.0919264623938822	0.0015375153751537
chr1	21500000	0.0574207405775667	2.178157	0.2732461023102668	0.1524620269715848	0.0019065190651906
chr1	22500000	0.0495587263044202	1.594691	0.2301287252176808	0.231653516094074	0.0015375153751537
chr1	23500000	0.0475206242979897	1.990256	0.2298876171919588	0.1037722057454062	0.0015990159901599
chr1	24500000	0.0418844646455373	1.598	0.1994978585821492	0.1496456285658185	0.0011070110701107
chr1	25500000	0.047623187757894	1.712655	0.22474585103157602	0.1784045948649282	0.0011070110701107
chr1	26500000	0.0515537073607076	1.227057	0.2307559694428304	0.368511509250128	0.0007995079950799
chr1	27500000	0.0286306246827258	0.914885	0.1328201987309032	0.2349419632610101	0.0003075030750307
chr1	28500000	0.0215545690927331	1.350701	0.1132322963709324	-0.0970149961220859	0.0004920049200492
chr1	29500000	0.0205452807374717	2.446877	0.1311186629498868	-0.3955764053044668	0.0010455104551045
chr1	30500000	0.0204233551588103	2.668298	0.1350593806352412	-0.4338940948799711	0.0011685116851168
chr1	31500000	0.0298837034648252	2.03623	0.16025941385930081	-0.1383044274905284	0.0009225092250922
chr1	32500000	0.0301474422007621	1.410717	0.1488041088030484	0.0486593981165268	0.0006150061500615
chr1	33500000	0.0374552335519162	1.976472	0.1893503742076648	-0.0113861445662586	0.0009840098400984
chr1	34500000	0.0289858806108634	1.844255	0.1528286224434536	-0.1045529395227204	0.0009225092250922
chr1	35500000	0.0331000568048178	1.719066	0.1667815472192712	-0.0034261893753497	0.0008610086100861
chr1	36500000	0.0291199942583366	1.098159	0.1384431570333464	0.1553243023077597	0.0006150061500615
chr1	37500000	0.0362026998247761	2.40181	0.1928469992991044	-0.1251874100427775	0.0014145141451414
chr1	38500000	0.0322531875323434	2.184166	0.1726960701293736	-0.1352773638202582	0.0014145141451414
chr1	39500000	0.0372426007917361	2.329124	0.1955528831669444	-0.0960258195169581	0.0014760147601476
chr1	40500000	0.0239490483441324	1.381576	0.12342771337652961	-0.0558929732868452	0.0008610086100861
chr1	41500000	0.0216619398746949	1.160155	0.10985085949877961	-0.0187993364279135	0.0006765067650676
chr1	42500000	0.0170089572348529	1.041518	0.08886618893941159	-0.0855629984339798	0.0004920049200492
chr1	43500000	0.0171672624996559	1.183771	0.0923444699986236	-0.1441426594672213	0.000430504305043
chr1	44500000	0.0165389018349039	0.956213	0.08527986733961561	-0.0569963621069502	0.0003690036900369
chr1	45500000	0.022040372268807	0.892265	0.106006789075228	0.1205418664025098	0.0004920049200492
chr1	46500000	0.0249698191672484	0.837987	0.1166390166689936	0.2116586338957262	0.0006765067650676
chr1	47500000	0.0406506857953864	1.213983	0.18688240318154561	0.2666476368574487	0.001230012300123
chr1	48500000	0.0344339104452965	0.922651	0.156188661781186	0.3162455381672658	0.0010455104551045
chr1	49500000	0.0343670123186794	0.479988	0.1470678092747176	0.5738487667819293	0.0007995079950799
chr1	50500000	0.0192478933910754	0.126464	0.0795208535643016	0.7740272151336175	0.000430504305043
chr1	51500000	0.0201460624155468	0.219103	0.08496630966218721	0.6517344438548811	0.0004920049200492
chr1	52500000	0.0247106969513753	0.969546	0.11823370780550119	0.1359320148102794	0.0007995079950799
chr1	53500000	0.0369924834192571	1.830334	0.1845766136770284	0.0208019953653278	0.0012915129151291
chr1	54500000	0.0415290759919628	2.233812	0.21079254396785121	-0.0209579401627824	0.0015990159901599
chr1	55500000	0.0449117116309453	2.056504	0.22077692652378123	0.0594721649027243	0.001660516605166
chr1	56500000	0.0333758191318559	1.608269	0.1656686565274236	0.0340203312024651	0.0011685116851168
chr1	57500000	0.0245485817731008	1.713045	0.1324552270924032	-0.1499725405382567	0.0009225092250922
chr1	58500000	0.0136857666611732	1.73443	0.08943166664469279	-0.4214586214704687	0.0004920049200492
chr1	59500000	0.0119721091104454	1.62464	0.0803812364417816	-0.4491671290710581	0.0003075030750307
chr1	60500000	0.0227191568651042	1.837253	0.1276216874604168	-0.2211212188181962	0.0004920049200492
chr1	61500000	0.0323368767755268	1.818276	0.16571302710210722	-0.043116655847813	0.0008610086100861
chr1	62500000	0.0314237756340394	2.168669	0.16906848253615758	-0.1445577974768416	0.0009225092250922
chr1	63500000	0.0208529883702806	1.860557	0.1206230934811224	-0.2673359035632254	0.0008610086100861
chr1	64500000	0.0111762641565051	1.531883	0.0753427166260204	-0.4531489561384377	0.000430504305043
chr1	65500000	0.0106479305950465	1.070277	0.06399726238018599	-0.3217330882956759	0.0004920049200492
chr1	66500000	0.0099522218163333	1.111441	0.0620377072653332	-0.3681089865119766	0.0005535055350553
chr1	67500000	0.0161246067364538	1.240683	0.0893120869458152	-0.1973377645410932	0.0007995079950799
chr1	68500000	0.0176826839039733	1.282414	0.0963790156158932	-0.1687525184128015	0.0007380073800738
chr1	69500000	0.0177995123862005	1.115954	0.09351712954480199	-0.0972639652402769	0.0005535055350553
chr1	70500000	0.0165260801152218	0.767825	0.08146082046088719	0.0522159158460733	0.0003690036900369
chr1	71500000	0.0156798567783688	0.531022	0.07333986711347519	0.2073122133825005	0.0003690036900369
chr1	72500000	0.0074515917702185	0.321975	0.036245867080873996	0.0883206507199511	0.0001845018450184
chr1	73500000	0.0037495967389952	0.536232	0.0257230269559808	-0.4698554398544528	0.0001845018450184
chr1	74500000	0.0057464552884296	0.584649	0.034678801153718394	-0.3271557312596344	0.0001845018450184
chr1	75500000	0.0117060394631246	1.187188	0.0705679178524984	-0.3257304297874495	0.000430504305043
chr1	76500000	0.0144949281488247	1.028083	0.07854137259529881	-0.157918943124233	0.0005535055350553
chr1	77500000	0.0155102728576989	1.135887	0.0847588314307956	-0.1734861595771758	0.0006765067650676
chr1	78500000	0.013444691331135	0.657237	0.06692350532454	0.0268378749410403	0.0006150061500615
chr1	79500000	0.0176856146319537	0.943688	0.0896162185278148	-0.0169458934444511	0.0009225092250922
chr1	80500000	0.0157066192417521	1.403982	0.0909061169670084	-0.2681953313874614	0.0007380073800738
chr1	81500000	0.0132795594509444	1.504366	0.0832055578037776	-0.3742669341653029	0.0006765067650676
chr1	82500000	0.0081963909331346	1.370838	0.0602023237325384	-0.528576226182752	0.000430504305043
chr1	83500000	0.0099798637046994	1.338306	0.0666855748187976	-0.4444163739265489	0.0005535055350553
chr1	84500000	0.0203573183961545	1.249625	0.106421773584618	-0.0867857848194908	0.0009225092250922
chr1	85500000	0.0186614893065177	1.165146	0.0979488772260708	-0.095206109563183	0.0009225092250922
chr1	86500000	0.0283500243100878	1.569366	0.1447874172403512	-0.0353103700093525	0.0014760147601476
chr1	87500000	0.0205136169109129	1.50908	0.1122360676436516	-0.1756675920703665	0.0011685116851168
chr1	88500000	0.0205579663049418	1.509799	0.1124278452197672	-0.1748518040929869	0.0009840098400984
chr1	89500000	0.0114577453853975	0.907153	0.06397404154159	-0.2110290234553182	0.0006150061500615
chr1	90500000	0.0147209911182955	1.117278	0.08122952447318199	-0.1907482966960748	0.0007995079950799
chr1	91500000	0.0191296972990142	0.947965	0.0954780891960568	0.0200340056509263	0.0009225092250922
chr1	92500000	0.0194221059640889	0.73915	0.09247142385635561	0.1508694412534137	0.0006765067650676
chr1	93500000	0.0186402575154216	0.944806	0.09345715006168641	0.0087462789232039	0.0006150061500615
chr1	94500000	0.0122628838220749	1.074664	0.0705448152882996	-0.2589835828749549	0.0005535055350553
chr1	95500000	0.0077603821153217	0.980069	0.0506429084612868	-0.4200240326368932	0.000430504305043
chr1	96500000	0.0059167017786568	0.465127	0.0329693471146272	-0.2076279638408509	0.0003075030750307
chr1	97500000	0.0078448863075533	0.563174	0.0426430252302132	-0.1637998914975124	0.0003690036900369
chr1	98500000	0.0119920120727429	0.709476	0.062157568290971604	-0.0684611939325018	0.0007380073800738
chr1	99500000	0.0128007133120682	0.858067	0.0683641932482728	-0.1302716173866499	0.0006150061500615
chr1	100500000	0.0116782011536799	1.234017	0.0713931446147196	-0.3439613379594162	0.0006150061500615
chr1	101500000	0.0071746842765817	1.085415	0.050407037106326796	-0.4914763141219856	0.0002460024600246
chr1	102500000	0.0070501412764755	0.901293	0.046226425105902	-0.4250314209907411	0.0002460024600246
chr1	103500000	0.0091696310148907	0.567519	0.0480289040595628	-0.0908627915634861	0.0003075030750307
chr1	104500000	0.01097522694846	0.745457	0.05881004779384	-0.1367419358270131	0.000430504305043
chr1	105500000	0.0123564387792278	0.949716	0.0684200751169112	-0.1968162710878405	0.0005535055350553
chr1	106500000	0.0105320388643827	1.311941	0.0683669754575308	-0.4143454745817618	0.0006765067650676
chr1	107500000	0.0157767669137573	1.245347	0.0880140076550292	-0.209588633093945	0.0007995079950799
chr1	108500000	0.0169894760345857	1.977659	0.10751108413834279	-0.3858909634768271	0.0009225092250922
chr1	109500000	0.0259556153648452	2.241555	0.1486535614593808	-0.2521374509319731	0.0011070110701107
chr1	110500000	0.0284897085625949	2.789662	0.16975207425037958	-0.3099516351093441	0.0014760147601476
chr1	111500000	0.0259716590542375	2.274271	0.14937205621695002	-0.2586209756249215	0.0014145141451414
chr1	112500000	0.0243666975785122	1.699693	0.1314606503140488	-0.149782846993513	0.0011685116851168
chr1	113500000	0.0295598195857965	1.660676	0.151452798343186	-0.0426815735587512	0.0013530135301353
chr1	114500000	0.0407002081747479	1.788185	0.1985645326989916	0.080041300950398	0.001660516605166
chr1	115500000	0.0441279542448984	2.225871	0.2210292369795936	0.0111689760480405	0.001660516605166
chr1	116500000	0.0456206658911747	2.01177	0.2227180635646988	0.0782097474584266	0.0013530135301353
chr1	117500000	0.0307885348968541	1.61302	0.1554145395874164	-0.0077858953044006	0.0008610086100861
chr1	118500000	0.0293655795698393	1.37006	0.1448635182793572	0.0501391245699924	0.0007380073800738
chr1	119500000	0.0182753688471296	0.90867	0.09127487538851839	0.0183585328808102	0.0002460024600246
chr1	120500000	0.0316157200535181	0.683956	0.1401420002140724	0.4090376296018377	0.0001845018450184
chr1	121500000	0.0272814752387822	0.12223	0.1115705009551288	0.8401626324404124	0.0
chr1	122500000	0.0272815780701403	0.041877	0.1099638522805612	0.9422020244880236	0.0
chr1	123500000	0.0286802153462905	0.0	0.114720861385162	1.0	0.0
chr1	124500000	0.0286802153462905	0.00409	0.11480266138516201	0.9944857811972826	0.0
chr1	125500000	0.0286802153462905	0.006335	0.114847561385162	0.9914719340208378	0.0
chr1	126500000	0.0286802153462905	0.008579	0.11489244138516201	0.9884685178905044	0.0
chr1	127500000	0.0286802153462905	0.006733	0.114855521385162	0.99093858086219	0.0
chr1	128500000	0.0286802153462905	0.006733	0.114855521385162	0.99093858086219	0.0
chr1	129500000	0.0286802153462905	0.006733	0.114855521385162	0.99093858086219	0.0
chr1	130500000	0.0286802153462905	0.006733	0.114855521385162	0.99093858086219	0.0
chr1	131500000	0.0286802153462905	0.006733	0.114855521385162	0.99093858086219	0.0
chr1	132500000	0.0286802153462905	0.006733	0.114855521385162	0.99093858086219	0.0
chr1	133500000	0.0286802153462905	0.006733	0.114855521385162	0.99093858086219	0.0
chr1	134500000	0.0286802153462905	0.006733	0.114855521385162	0.99093858086219	0.0
chr1	135500000	0.0286802153462905	0.006733	0.114855521385162	0.99093858086219	0.0
chr1	136500000	0.0286802153462905	0.006733	0.114855521385162	0.99093858086219	0.0
chr1	137500000	0.0286802153462905	0.006733	0.114855521385162	0.99093858086219	0.0
chr1	138500000	0.0286802153462905	0.006733	0.114855521385162	0.99093858086219	0.0
chr1	139500000	0.0286802153462905	0.006733	0.114855521385162	0.99093858086219	0.0
chr1	140500000	0.0286802153462905	0.006733	0.114855521385162	0.99093858086219	0.0
chr1	141500000	0.0286802153462905	0.006733	0.114855521385162	0.99093858086219	0.0
chr1	142500000	0.0286802153462905	0.029168	0.11530422138516201	0.961328874199485	0.0
chr1	143500000	0.0286802153462905	0.072488	0.116170621385162	0.9065777382343778	0.0
chr1	144500000	0.0419900540761083	0.177957	0.17151935630443318	0.848148962066966	0.0001845018450184
chr1	145500000	0.0455247525876855	0.566261	0.193424230350742	0.6114131419488212	0.0002460024600246
chr1	146500000	0.0250877708873207	0.667184	0.11369476354928279	0.319627185890958	0.0003690036900369
chr1	147500000	0.0170297835210894	0.566596	0.0794510540843576	0.2157870165080536	0.0001845018450184
chr1	148500000	0.0146331114410266	0.810834	0.0747491257641064	-0.0357984384038371	0.0001230012300123
chr1	149500000	0.0173675886891941	0.776607	0.0850024947567764	0.0712890209683619	0.0
chr1	150500000	0.012395578151267	1.09884	0.071559112605068	-0.2643325976985962	0.0
chr1	151500000	0.0129566347858147	0.699473	0.0658159991432588	-0.0227811596668262	0.0003075030750307
chr1	152500000	0.0134953803550444	0.951716	0.0730158414201776	-0.1551226041987345	0.0003690036900369
chr1	153500000	0.0200156777711817	1.30048	0.10607231108472681	-0.1149022179661121	0.0009225092250922
chr1	154500000	0.021631024063851	1.184827	0.110220636255404	-0.0300282061748681	0.0007995079950799
chr1	155500000	0.0348123218759854	1.677104	0.1727913675039416	0.0341350429395431	0.0011070110701107
chr1	156500000	0.0311545036817453	1.494442	0.1545068547269812	0.0362838836932143	0.0007380073800738
chr1	157500000	0.0289076099846362	1.932926	0.1542889599385448	-0.129044610820265	0.0007995079950799
chr1	158500000	0.0203592031051461	1.717267	0.1157821524205844	-0.2410641903152311	0.0005535055350553
chr1	159500000	0.0247157407199186	2.191103	0.1426850228796744	-0.2643556106052649	0.0007995079950799
chr1	160500000	0.0192624855746534	1.949864	0.11604722229861361	-0.3248888297353896	0.0005535055350553
chr1	161500000	0.0177408216296678	1.975051	0.1104643065186712	-0.3667528409984103	0.0006150061500615
chr1	162500000	0.016814001068889	1.699441	0.101244824275556	-0.3242121315763929	0.0007380073800738
chr1	163500000	0.01788453049836	2.111187	0.11376186199343999	-0.3918301068657228	0.0007995079950799
chr1	164500000	0.0226099937365233	2.165	0.1337399749460932	-0.2998159084818977	0.0008610086100861
chr1	165500000	0.0175356884434013	1.780148	0.1057457137736052	-0.3261664849410087	0.0004920049200492
chr1	166500000	0.0306156775918886	2.226606	0.16699483036755441	-0.1701161376350545	0.0010455104551045
chr1	167500000	0.0211494529506624	2.30868	0.1307714118026496	-0.358212784489974	0.0009225092250922
chr1	168500000	0.0192432590445875	2.46161	0.12620523617835	-0.4252883848865433	0.0010455104551045
chr1	169500000	0.0122307646034243	1.503826	0.0789995784136972	-0.4089353999633343	0.0007380073800738
chr1	170500000	0.0175162706647807	1.053545	0.0911359826591228	-0.0766676279072436	0.0009840098400984
chr1	171500000	0.0174425463022859	0.865181	0.0870738052091436	0.0195588417380635	0.0007380073800738
chr1	172500000	0.0135394351074586	0.849845	0.0711546404298344	-0.0978352630719484	0.0005535055350553
chr1	173500000	0.0083987440035151	0.504764	0.043690256014060395	-0.0762814378707133	0.0001845018450184
chr1	174500000	0.020313568665182	0.807171	0.09739769466072801	0.1297162780493457	0.0008610086100861
chr1	175500000	0.0202539281412659	0.740734	0.0958303925650636	0.1702538529423876	0.0007995079950799
chr1	176500000	0.02082153236776	1.037097	0.10402806947104	0.0174761771432069	0.0010455104551045
chr1	177500000	0.0166790755221283	0.761296	0.0819422220885132	0.0610647890048621	0.0004920049200492
chr1	178500000	0.0177642997881955	0.769068	0.086438559152782	0.0873569710873374	0.0006150061500615
chr1	179500000	0.0203974190851639	0.904785	0.09968537634065561	0.0752872800937097	0.0005535055350553
chr1	180500000	0.0300806495954552	1.198498	0.1442925583818208	0.1283908180169243	0.0007995079950799
chr1	181500000	0.038598907413108	1.419624	0.182788109652432	0.1675188902386777	0.0008610086100861
chr1	182500000	0.0454800978807878	1.286841	0.2076572115231512	0.2915313877753967	0.0009840098400984
chr1	183500000	0.0322972636792255	0.951252	0.148214094716902	0.2730681933888038	0.0006765067650676
chr1	184500000	0.0314102197826026	0.895889	0.14355865913041038	0.2878614218004475	0.0006150061500615
chr1	185500000	0.0226971827907942	0.862039	0.1080295111631768	0.151860831747616	0.000430504305043
chr1	186500000	0.0187990957326376	0.930768	0.0938117429305504	0.0204709959947459	0.000430504305043
chr1	187500000	0.0147264552726753	0.874376	0.0763933410907012	-0.0702421027611821	0.0005535055350553
chr1	188500000	0.0093008761198818	0.769858	0.0526006644795272	-0.2321627708729693	0.0004920049200492
chr1	189500000	0.0073241401542014	0.495095	0.0391984606168056	-0.1343944313258327	0.0003690036900369
chr1	190500000	0.0012320637469244	0.324056	0.0114093749876976	-0.6720862440356948	0.0001230012300123
chr1	191500000	0.0040343401976148	0.542005	0.0269774607904592	-0.4451551592486762	0.0001845018450184
chr1	192500000	0.0055577734230316	0.70933	0.0364176936921264	-0.4243513495315549	0.0002460024600246
chr1	193500000	0.0053072710841322	0.782508	0.036879244336528796	-0.4816563157961135	0.0001845018450184
chr1	194500000	0.0014072653884506	0.666853	0.018966121553802402	-0.8036683031278121	0.0002460024600246
chr1	195500000	0.0026480159776329	0.645965	0.023511363910531602	-0.6509196516000265	0.0002460024600246
chr1	196500000	0.0119234327903094	0.680876	0.061311251161237604	-0.0508189859846446	0.0004920049200492
chr1	197500000	0.0152982179518032	0.572026	0.0726333918072128	0.1594774359813459	0.0003690036900369
chr1	198500000	0.0117608416951541	0.559086	0.0582250867806164	0.0407879583843832	0.0003690036900369
chr1	199500000	0.0070924396173147	0.85935	0.0455567584692588	-0.402810248965702	0.0003075030750307
chr1	200500000	0.0137165794005127	2.012229	0.0951108976020508	-0.4797211698243041	0.0006765067650676
